time,open,close,high,low,volume
7/13/2020 8:00,6096.25,78500,84480,5630,2087613.125
7/20/2020 8:00,78500,93700,158200,45610,3817905.5
7/27/2020 8:00,93700,38240,100325,19260,4680780
8/3/2020 8:00,38240,72150,87420,33000,4015841.5
8/10/2020 8:00,72150,129000,460300,69450,11652981
8/17/2020 8:00,129000,38570,173600,22500,7732124.5
8/24/2020 8:00,38570,32730,48500,22220,4386994.5
8/31/2020 8:00,32730,4483,38050,2785,3572823.5
9/7/2020 8:00,4483,3282,4886,2700,1200097.875
9/14/2020 8:00,3282,1990,4624,1618,1418547.375
9/21/2020 8:00,1990,1875,2142,535,1739358.75
9/28/2020 8:00,1875,808.25,2380,697.5,3384176.75
10/5/2020 8:00,808.25,635.75,949,362,2845271
10/12/2020 8:00,635.75,505.1000061,688,429.8999939,1693627.75
10/19/2020 8:00,505.1000061,337.2000122,508.7999878,334,1724312.125
10/26/2020 8:00,337.2000122,126.25,341.6000061,101.0500031,2717526.25
11/2/2020 8:00,126.25,190.5500031,302.5499878,76.05000305,5965086.5
11/9/2020 8:00,190.5500031,144.0500031,220.75,127.4499969,4170636.75
11/16/2020 8:00,144.0500031,159,251.75,129.1499939,4363668
11/23/2020 8:00,159,90.05000305,280.6000061,53.15000153,7326194
11/30/2020 8:00,90.05000305,71.65000153,120.9499969,60.22499847,4065873.75
12/7/2020 8:00,71.65000153,54.70000076,76.02500153,43.5,1314642.5
12/14/2020 8:00,54.70000076,62.70000076,82.59999847,49,1443357
12/21/2020 8:00,62.70000076,18.27000046,65.15000153,10.52499962,1368820.75
12/28/2020 8:00,18.27000046,25.79999924,31.42000008,12.73499966,1343778.125
1/4/2021 8:00,25.79999924,42.45000076,72.90000153,16.47500038,4410854
1/11/2021 8:00,42.45000076,32.50999832,43.15000153,12.78999996,2630133.5
1/18/2021 8:00,32.50999832,21.61000061,45,11.97500038,2351617.75
1/25/2021 8:00,21.61000061,46.08000183,56.52500153,18.62999916,4976744.5
2/1/2021 8:00,46.08000183,102.3000031,124.4499969,32.09000015,7124627.5
2/8/2021 8:00,102.3000031,101.9499969,270,83.42500305,15060185
2/15/2021 8:00,101.9499969,151.6000061,320.7999878,48.09999847,24975460
2/22/2021 8:00,151.6000061,22.50499916,152.75,14.5,12066184
3/1/2021 8:00,22.50499916,39.84000015,52,21.38500023,7801661.5
3/8/2021 8:00,39.84000015,51.29999924,106.3000031,36.38999939,18784726
3/15/2021 8:00,51.29999924,80.42500305,110.9499969,35.54999924,20722838
3/22/2021 8:00,80.42500305,32.29999924,91.875,20.5,18791926
3/29/2021 8:00,32.29999924,63.57500076,63.875,30.38999939,24681216
4/5/2021 8:00,63.57500076,68.44999695,100.9749985,32.97999954,48788136
4/12/2021 8:00,68.44999695,22.56999969,73.69999695,2.599999905,43124308
4/19/2021 8:00,22.56999969,4.204999924,25.32999992,3.357500076,15510351
4/26/2021 8:00,4.204999924,18.5,20.92000008,4.032000065,20044948
5/3/2021 8:00,18.5,13.31499958,22.90500069,9.899999619,32217128
5/10/2021 8:00,13.31499958,3.930000067,14.67500019,3.01699996,21647938
5/17/2021 8:00,3.930000067,0.02623,4.238999844,0.014175,6425530.5
5/24/2021 8:00,0.02623,0.026009999,0.06476,0.018185001,1183407
5/31/2021 8:00,0.026009999,0.029370001,0.044179998,0.021575,1391824.5
6/7/2021 8:00,0.029370001,0.017765,0.033810001,0.01057,1832381.875
6/14/2021 8:00,0.017765,0.023639999,0.03362,0.016264999,2067549.125
6/21/2021 8:00,0.023639999,0.01092,0.02416,0.0054975,1658721.125
6/28/2021 8:00,0.01092,0.01337,0.014985,0.00937,1508709.5
7/5/2021 8:00,0.01337,0.01148,0.017124999,0.009625,952294.0625
7/12/2021 8:00,0.01148,0.007545,0.01185,0.0064575,345611.75
7/19/2021 8:00,0.007545,0.0061475,0.0076,0.003635,493979
7/26/2021 8:00,0.0061475,0.01237,0.015784999,0.0060475,1084842.75
8/2/2021 8:00,0.01237,0.018065,0.023499999,0.011295,1426455.625
8/9/2021 8:00,0.018065,0.044270001,0.049389999,0.017054999,2163343.75
8/16/2021 8:00,0.044270001,0.048640002,0.054620001,0.022600001,2062032.5
8/23/2021 8:00,0.048640002,0.047019999,0.085500002,0.043524999,2452944.5
8/30/2021 8:00,0.047019999,0.048920002,0.050489999,0.03599,1288960.875
9/6/2021 8:00,0.048920002,0.014875,0.057629999,0.00714,3426794.25
9/13/2021 8:00,0.014875,0.00898,0.01526,0.0083425,2115053.25
9/20/2021 8:00,0.00898,0.004345,0.00898,0.003483,1674966.375
9/27/2021 8:00,0.004345,0.0066,0.007115,0.00367,1410789.25
10/4/2021 8:00,0.0066,0.0069,0.0080925,0.0050525,1960643.125
10/11/2021 8:00,0.0069,0.005053,0.0073675,0.004475,1865604.5
10/18/2021 8:00,0.005053,0.004425,0.00593,0.0041,810648.375
10/25/2021 8:00,0.004425,0.005132,0.005475,0.002641,1514061.75
11/1/2021 8:00,0.005132,0.004793,0.005755,0.004307,857572.875
11/8/2021 8:00,0.004793,0.00496,0.00649,0.0035,1170086.375
11/15/2021 8:00,0.00496,0.004921,0.0077275,0.003222,1296630.125
11/22/2021 8:00,0.004921,0.002903,0.005095,0.002238,746511.9375
11/29/2021 8:00,0.002903,0.00056325,0.003628,0.000355,556085.125
12/6/2021 8:00,0.00056325,0.000497,0.0007085,0.00038675,179433.9844
12/13/2021 8:00,0.000497,0.0004133,0.0005028,0.0003007,257191.9219
12/20/2021 8:00,0.0004133,0.0005131,0.000578,0.000346,195004.2344
12/27/2021 8:00,0.0005131,0.000933,0.001261,0.0003527,1401062.25
1/3/2022 8:00,0.000933,0.0003172,0.00093975,0.0002518,1144896.125
1/10/2022 8:00,0.0003172,0.0004181,0.0004986,0.0002242,725709.9375
1/17/2022 8:00,0.0004181,0.00016725,0.0004269,0.0001241,735026.1875
1/24/2022 8:00,0.00016725,0.0001556,0.00018,9.5E-05,403333.875
1/31/2022 8:00,0.0001556,0.00023405,0.00025075,0.00013465,336161.875
2/7/2022 8:00,0.00023405,0.000152,0.0002719,0.0001421,471566.5313
2/14/2022 8:00,0.000152,0.00011265,0.00021105,0.00010675,321999.7188
2/21/2022 8:00,0.00011265,0.00010965,0.00013225,6.402E-05,425530.9688
2/28/2022 8:00,0.0001095,0.00011495,0.0001634,0.000103,200439.1406
3/7/2022 8:00,0.00011495,8.201E-05,0.00012118,8.106E-05,153141.0625
3/14/2022 8:00,8.201E-05,0.0001244,0.0002014,7.703E-05,212326.7188
3/21/2022 8:00,0.0001244,0.0002142,0.0002244,0.0001159,324591.8125
3/28/2022 8:00,0.0002142,0.00019685,0.0002486,0.0001424,283214.6875
4/4/2022 8:00,0.00019685,8.353E-05,0.00019685,8.018E-05,207752.1719
4/11/2022 8:00,8.374E-05,6.3E-05,8.461E-05,5.701E-05,112353.8281
4/18/2022 8:00,6.3E-05,5.877E-05,9.902E-05,5.5E-05,115330.3125
4/25/2022 8:00,5.877E-05,2.962E-05,5.89E-05,2.211E-05,80270.70313
5/2/2022 8:00,2.962E-05,1.745E-05,4.13E-05,1.684E-05,108957.3438
5/9/2022 8:00,1.745E-05,1.46E-06,1.828E-05,3.7E-07,46814.73047
5/16/2022 8:00,1.46E-06,1.28E-06,1.46E-06,6.7E-07,21903.57617
5/23/2022 8:00,1.28E-06,1.1E-06,1.66E-06,8.3E-07,14599.37598
5/30/2022 8:00,1.1E-06,1.64E-06,1.98E-06,1.05E-06,13357.15918
6/6/2022 8:00,1.64E-06,4.5E-07,1.9E-06,4.5E-07,18698.68164
6/13/2022 8:00,4.5E-07,3.2E-07,4.6E-07,2.1E-07,12812.62305
6/20/2022 8:00,3.2E-07,4.1E-07,5.3E-07,2.9E-07,10360.30762
6/27/2022 8:00,4.1E-07,3.4E-07,6.1E-07,2.7E-07,9231.634766
7/4/2022 8:00,3.4E-07,3.5E-07,4.1E-07,3E-07,8436.639648
7/11/2022 8:00,3.5E-07,3E-07,3.5E-07,2E-07,2460.980957
7/18/2022 8:00,3E-07,3.6E-07,4.6E-07,3E-07,4186.348145
7/25/2022 8:00,3.6E-07,4E-07,4.1E-07,2.4E-07,1584.27002
