time,open,close,high,low,volume
4/13/2020 8:00,6248.875,6323.75,6345.25,6220.375,0
4/14/2020 8:00,6323.75,6334.25,6357.5,6284.5,0
4/15/2020 8:00,6334.25,6243.625,6349.25,6234.25,0
4/16/2020 8:00,6243.625,6401.75,6438.625,6187.5,0
4/17/2020 8:00,6401.75,6396.5,6444.5,6366.25,0
4/18/2020 8:00,6396.5,6517.75,6530.75,6395.5,0
4/19/2020 8:00,6517.75,6472.25,6531.25,6421.5,0
4/20/2020 8:00,6472.25,6367.5,6505,6313.25,0
4/21/2020 8:00,6367.5,6347.75,6412.75,6308.25,0
4/22/2020 8:00,6347.75,6421.75,6452.5,6337.75,0
4/23/2020 8:00,6421.75,6491,6692.75,6397.75,0
4/24/2020 8:00,6492.25,6551,6590,6492.25,0
4/25/2020 8:00,6551,6624.75,6664.5,6509.25,0
4/26/2020 8:00,6624.75,7054,7120.25,6621.5,369.5334167
4/27/2020 8:00,7054,6976.5,7067,6901,367.5003662
4/28/2020 8:00,6976.5,6963.5,7033.5,6912,0
4/29/2020 8:00,6963.5,7180.5,7247.5,6948.5,0
4/30/2020 8:00,7180.5,7094.5,7451,7021.5,0
5/1/2020 8:00,7094.5,7143.5,7267,7076.5,0
5/2/2020 8:00,7143.5,7251.5,7253,7033.5,0
5/3/2020 8:00,7251.5,7183,7299,7110.5,0
5/4/2020 8:00,7183,7130.5,7187,6990.5,0
5/5/2020 8:00,7130.5,7149,7206.5,7033.5,0
5/6/2020 8:00,7149,7148,7252,7033.5,0
5/7/2020 8:00,7148,7428,7459,7033.5,0
5/8/2020 8:00,7428,7353,7432.5,7219.5,0
5/9/2020 8:00,7353,7319,7380,7181,0
5/10/2020 8:00,7319,7108.5,7323,6823,0
5/11/2020 8:00,7108.5,7033.5,7218,6909,0
5/12/2020 8:00,7033.5,7078,7175,7033.5,0
5/13/2020 8:00,7078,7181.5,7214,7033.5,0
5/14/2020 8:00,7181.5,7263.5,7367,7033.5,0
5/15/2020 8:00,7263.5,7146.5,7271,7088.5,0
5/16/2020 8:00,7146.5,7153,7213,7033.5,0
5/17/2020 8:00,7153,7188.5,7255.5,7140.5,0
5/18/2020 8:00,7188.5,7194.5,7272,7083,11.93540001
5/19/2020 8:00,7194.5,7217.5,7247.5,7145,0
5/20/2020 8:00,7217.5,7158,7230,7096.5,0
5/21/2020 8:00,7158,7106,7190,7034,0
5/22/2020 8:00,7106,7169,7190,7080,0
5/23/2020 8:00,7169,7174,7190,7128.5,0
5/24/2020 8:00,7174,7027,7190,7017.5,0
5/25/2020 8:00,7027,7152,7190,6997.5,0
5/26/2020 8:00,7152,7081,7190,7042.5,0
5/27/2020 8:00,7081,7105,7190,7051.5,0
5/28/2020 8:00,7105,7132.5,7190,7073,0
5/29/2020 8:00,7132.5,7127,7190,7089,0
5/30/2020 8:00,7127,7202.5,7226,7124,0
5/31/2020 8:00,7202.5,7136.5,7205.5,7124.5,0
6/1/2020 8:00,7136.5,7240.5,7312,7126.5,0
6/2/2020 8:00,7240.5,7146,7250,7069,0
6/3/2020 8:00,7146,7178.5,7190,7107.5,0
6/4/2020 8:00,7178.5,7217.5,7247.5,7151,20.10634995
6/5/2020 8:00,7217.5,7153,7232.5,7149,0
